,0,1,2,3
0,adult_1000,nn,accuracy,0.701028706779477
0,adult_2000,nn,accuracy,0.5641669889351896
0,adult_4000,nn,accuracy,0.49287762973677984
0,adult_8000,nn,accuracy,0.7428090107476095
0,adult_16000,nn,accuracy,0.8572941209832758
0,adult_32000,nn,accuracy,0.8707430798224419
